id,title,frequency,units,popularity
BOGZ1FR313011205Q,"Federal Government; Monetary Gold; Asset, Revaluation",Quarterly,Millions of Dollars,4
ATNHPIUS42540Q,"All-Transactions House Price Index for Scranton-Wilkes-Barre, PA (MSA)",Quarterly,Index 1995:Q1=100,4
CRIIRLTLT01STQ,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Costa Rica,Quarterly,Percent,4
DRCLOBN,"Delinquency Rate on Consumer Loans, Banks Not Among the 100 Largest in Size by Assets","Quarterly, End of Period",Percent,4
SAUB6CATT00NCCUQ,Balance of Payments: Capital Account: Balance (Revenue Minus Expenditure) for Saudi Arabia,Quarterly,Saudi Riyal,4
QTAXT12QTAXCAT3UTNO,State Tax Collections: T12 Insurance Premiums Sales Tax for Utah,Quarterly,Millions of U.S. Dollars,4
CIU2020000430000I,"Employment Cost Index: Wages and salaries for Private industry workers in Installation, maintenance, and repair",Quarterly,Index Dec 2005=100,4
QNON628BIS,Residential Property Prices for Norway,Quarterly,Index 2010=100,4
EQFXSUBPRIME011001,Equifax Subprime Credit Population for District of Columbia,Quarterly,Percent,4
SLGTFFQ027S,"State and Local Governments; Total Financial Assets, Level",Quarterly,Millions of Dollars,4
WSCNDW01SEQ470N,Work Started: Construction: Dwellings and Residential Buildings: Total for Sweden,Quarterly,"Number, Quarterly level",4
ENU4823920510,"Number of Private Establishments for All Industries in Jackson County, TX",Quarterly,Establishments,4
CIU2026200000000I,Employment Cost Index: Wages and salaries for Private industry workers in Health care and social assistance,Quarterly,Index Dec 2005=100,4
BOGZ1FU564091403Q,"Exchange-Traded Funds; Total Financial Assets in Hybrid Funds, Transactions",Quarterly,Millions of Dollars,4
EQFXSUBPRIME054101,"Equifax Subprime Credit Population for Webster County, WV",Quarterly,Percent,4
REV7211TAXABL144QNSA,"Total Revenue for Traveler Accommodation, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,4
CLVMNACNSAB1GQEU272020,Real Gross Domestic Product for European Union (27 Countries from 2020),Quarterly,Millions of Chained 2010 Euros,4
BPFADI03NLQ637N,Financial Account: Liabilities: Direct Foreign Investment in Reporting Country for the Netherlands (DISCONTINUED),Quarterly,"US Dollars, Sum Over Component Sub-periods",4
WFRBLN09041,Corporate Equities and Mutual Fund Shares Held by the 90th to 99th Wealth Percentiles,Quarterly,Millions of Dollars,4
CRDQITAPABIS,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Italy","Quarterly, End of Quarter",Billions of Euros,4
EQFXSUBPRIME042069,"Equifax Subprime Credit Population for Lackawanna County, PA",Quarterly,Percent,4
VAPGDPAI,Value Added by Gross Domestic Product as a Percentage of GDP,Quarterly,Percent,4
QXMPAMUSDA,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Euro Area","Quarterly, End of Quarter",Billions of US Dollars,4
CPGRLE01NZQ659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: All Items Non-Food Non-Energy for New Zealand",Quarterly,Growth rate same period previous year,4
QBPBSTLKDPDOFFDPTDP,Balance Sheet: Total Liabilities and Capital: Deposits: Domestic Office Deposits: Time Deposits,Quarterly,Millions of U.S. Dollars,4
ATNHPIUS33780Q,"All-Transactions House Price Index for Monroe, MI (MSA)",Quarterly,Index 1995:Q1=100,4
BOGZ1FU105010705Q,"Nonfinancial Corporate Business; Land with Structures on It at Book Value, Transactions",Quarterly,Millions of Dollars,4
EQFXSUBPRIME030093,"Equifax Subprime Credit Population for Silver Bow County, MT",Quarterly,Percent,4
BOGZ1FL614090610Q,"Finance Companies; Total Assets (Balance Sheet), Level",Quarterly,Millions of Dollars,4
EA19B6CATT00NCCUQ,Balance of Payments BPM6: Capital Account: Capital Account Balance: Capital Account Balance for the Euro Area (19 Countries),Quarterly,"Euro, sum over component sub-periods",4
WFRBLTP1247,Nonfinancial Assets Held by the Top 0.1% (99.9th to 100th Wealth Percentiles),Quarterly,Millions of Dollars,4
REV5413TAXABL144QNSA,"Total Revenue for Architectural, Engineering, and Related Services, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,4
EQFXSUBPRIME040033,"Equifax Subprime Credit Population for Cotton County, OK",Quarterly,Percent,4
Q0860BUSQ027NNBR,Gross National Product for United States,Quarterly,Billions of Dollars,4
STFCFXDFBANA,"Domestic Finance Companies, Total Equity Capital, Flow",Quarterly,"Millions of Dollars, Annual Rate",4
CULA,"Credit Unions; Loans; Asset, Level",Quarterly,Millions of Dollars,4
QBRPAM770A,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Brazil","Quarterly, End of Quarter",Percentage of GDP,4
SUBLPDCLCTMNQ,Net Percentage of Domestic Banks Increasing the Minimum Percentage of Outstanding Balances Required to Be Repaid on Credit Card Loans,Quarterly,Percent,4
BOGZ1FL403197033Q,"Government-Sponsored Enterprises; U.S.-Chartered Depository Institutions Deposits at Federal Home Loan Banks; Liability, Level",Quarterly,Millions of Dollars,4
BOGZ1FL162000005Q,"Nonprofit Organizations; Total Assets, Level",Quarterly,Millions of Dollars,4
QBPBSTASIAS,Balance Sheet: Total Assets: Intangible Assets,Quarterly,Millions of U.S. Dollars,4
CPMEURNSAB1GQEA19,Gross Domestic Product (Euro/ECU Series) for Euro Area (19 Countries),Quarterly,Millions of Euros,4
CLVMNACNSAB1GQBE,Real Gross Domestic Product for Belgium,Quarterly,Millions of Chained 2010 Euros,4
RUSB6FATT01CXCUQ,Balance of Payments: Financial Account: Net (Assets Minus Liabilities) for Russia,Quarterly,"US dollars, exchange rate converted",4
RCCCOSCOREPCT50,Large Bank Consumer Credit Card Originations: Original Credit Score: 50th Percentile,"Quarterly, End of Quarter",Credit Score,4
CORALT100N,"Charge-Off Rate on All Loans, Banks Ranked 1st to 100th Largest in Size by Assets",Quarterly,Percent,4
BOGZ1FU413065123Q,"Agency-and GSE-Backed Mortgage Pools; One-to-Four-Family Residential Mortgages Held in a Freddie Mac Pool; Asset, Transactions",Quarterly,Millions of Dollars,4
QTAXTOTALQTAXCAT3LANO,State Tax Collections: Total Taxes for Louisiana,Quarterly,Millions of U.S. Dollars,4
BOGZ1FR703130015Q,"Private Depository Institutions; Time and Savings Deposits Due to Other Financial Corporations, State and Local Governments, Nonfinancial Businesses, and Households and Nonprofit Organizations; Liability (SRF), Revaluation",Quarterly,Millions of Dollars,4
REV6214ALLEST144QNSA,"Total Revenue for Outpatient Care Centers, All Establishments",Quarterly,Millions of Dollars,4
NFIRNSAXDCINQ,Real Gross Fixed Capital Formation for India,Quarterly,Domestic Currency,4
EQFXSUBPRIME028001,"Equifax Subprime Credit Population for Adams County, MS",Quarterly,Percent,4
RRVRWEQ156N,Rental Vacancy Rate in the West Census Region,Quarterly,Percent,4
WUIMAKAZ,Smoothed World Uncertainty Index for Kazakhstan,Quarterly,Index,4
QFR120385USNO,Quarterly Financial Report: U.S. Corporations: Pharmaceuticals and Medicines: Cash Dividends Charged to Retained Earnings This Quarter,Quarterly,Millions of Dollars,4
UNEMPLOYPA,Unemployment Level for Pennsylvania,Quarterly,"Persons, 4-Quarter Moving Average",4
BOGZ1FU383078005Q,"Domestic Nonfinancial Sectors; Taxes Receivable; Asset, Transactions",Quarterly,Millions of Dollars,4
WFRBSN40167,Share of Checkable Deposits and Currency Held by the 50th to 90th Wealth Percentiles,Quarterly,Percent of Aggregate,4
BOGZ1FL613066223Q,"Finance Companies; Consumer Credit, Student Loans Held by Sallie Mae; Asset, Level",Quarterly,Millions of Dollars,4
REV5311TAXABL144QNSA,"Total Revenue for Lessors of Real Estate, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,4
U4UNEM4CA,"Total Unemployed Plus Discouraged Workers, as a Percent of the Civilian Labor Force Plus Discouraged Workers for California",Quarterly,"Percent, 4-Quarter Moving Average",4
CPALTT01MXQ659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Mexico",Quarterly,Growth rate same period previous year,4
SUBLPDHMDENQ,Net Percentage of Domestic Banks Reporting Stronger Demand for GSE-Eligible Mortgage Loans,Quarterly,Percent,4
UNEMPLOYUT,Unemployment Level for Utah,Quarterly,"Persons, 4-Quarter Moving Average",4
ATNHPIUS42220Q,"All-Transactions House Price Index for Santa Rosa-Petaluma, CA (MSA)",Quarterly,Index 1995:Q1=100,4
BOGZ1FL413065443Q,"Agency-and GSE-Backed Mortgage Pools; Multifamily Residential Mortgages Held in a Fannie Mae Pool; Asset, Level",Quarterly,Millions of Dollars,4
SUBLPDCISTCNQ,Net Percentage of Domestic Banks Increasing the Cost of Credit Lines to Small Firms,Quarterly,Percent,4
ATNHPIUS19460Q,"All-Transactions House Price Index for Decatur, AL (MSA)",Quarterly,Index 1995:Q1=100,4
A829RE1Q156NBEA,Shares of gross domestic product: Government consumption expenditures and gross investment: State and local,Quarterly,Percent,4
RRVRNEQ156N,Rental Vacancy Rate in the Northeast Census Region,Quarterly,Percent,4
CIU2027000000000I,Employment Cost Index: Wages and salaries for Private industry workers in Leisure and hospitality,Quarterly,Index Dec 2005=100,4
RCMFLBBALTOT,Large Bank Consumer Mortgage Balances: Total Balances,"Quarterly, End of Quarter",Billions of U.S. Dollars,4
BOGZ1FL135010005Q,"Farm Business (Included in Nonfinancial Corporate and Noncorporate Business Sectors); Land at Market Value, Level",Quarterly,Millions of Dollars,4
FBOUSIBFDFBA,"Foreign Banking Offices in the U.S., Including IBFs; Deposits at Foreign Banks; Asset, Level",Quarterly,Millions of Dollars,4
EQFXSUBPRIME046007,"Equifax Subprime Credit Population for Bennett County, SD",Quarterly,Percent,4
ATNHPIUS29620Q,"All-Transactions House Price Index for Lansing-East Lansing, MI (MSA)",Quarterly,Index 1995:Q1=100,4
ENU4831520510,"Number of Private Establishments for All Industries in Marion County, TX",Quarterly,Establishments,4
UNEMPLOYWA,Unemployment Level for Washington,Quarterly,"Persons, 4-Quarter Moving Average",4
QHUN628BIS,Residential Property Prices for Hungary,Quarterly,Index 2010=100,4
CPGRLE01AUQ659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: All Items Non-Food Non-Energy for Australia",Quarterly,Growth rate same period previous year,4
SUBLPDRCDMOTHNQ,Net Percentage of Other Domestic Banks Reporting Stronger Demand for Commercial Real Estate Loans Secured by Multifamily Residential Structures,Quarterly,Percent,4
CRDQKRAPABIS,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Korea","Quarterly, End of Quarter",Billions of South Korean Wons,4
BOGZ1FL173020005Q,"Personal Sector; Checkable Deposits and Currency; Asset, Level",Quarterly,Millions of Dollars,4
NA000342Q,Imports of Goods and Services,Quarterly,Millions of Dollars,4
ENUC120640010,"Average Weekly Wages for Employees in Total Covered Establishments in Atlanta-Sandy Springs-Marietta, GA (MSA)",Quarterly,Dollars per Week,4
BOGZ1FL313094223Q,"Federal Government; Exchange Stabilization Fund Economic Recovery Programs Investment in Commercial Paper Funding Facility (CPFF); Asset, Level",Quarterly,Millions of Dollars,4
CHNCP010000GYQ,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Food and Non-Alcoholic Beverages for China",Quarterly,Growth rate same period previous year,3
SLGLIAQ027S,"State and Local Governments; Total Liabilities, Level",Quarterly,Millions of Dollars,3
QATR368BIS,Real Residential Property Prices for Austria,Quarterly,Percent per Annum,3
BOGZ1FL713123030Q,"Monetary Authority; Deposits in Treasury General Deposit Account; Liability, Level",Quarterly,Millions of Dollars,3
PWOOLCUSDQ,"Global price of Wool, Coarse",Quarterly,U.S. Cents per Kilogram,3
EQFXSUBPRIME048017,"Equifax Subprime Credit Population for Bailey County, TX",Quarterly,Percent,3
FLSLOASA,"Student Loans Owned and Securitized, Flow","Quarterly, End of Period","Billions of Dollars, Annual Rate",3
BOGZ1FR563063083Q,"Exchange-Traded Funds; Corporate Bonds Issued by Private Depository Institutions; Asset, Revaluation",Quarterly,Millions of Dollars,3
QUSHAMUSDA,"Total Credit to Households and Non-Profit Institutions Serving Households, Adjusted for Breaks, for United States","Quarterly, End of Quarter",Billions of US Dollars,3
REV6212TAXABL157QNSA,"Total Revenue for Offices of Dentists, Establishments Subject to Federal Income Tax",Quarterly,Percent Change,3
BOGZ1FU874190015Q,"Other Financial Corporations, Money Market Funds, Insurance Companies, and Pension Funds; Total Liabilities Excluding Equity and Investment Fund Shares (FSIs), Transactions",Quarterly,Millions of Dollars,3
INDB6CATT00CXCUQ,Balance of Payments: Capital Account: Balance (Revenue Minus Expenditure) for India,Quarterly,"US dollars, exchange rate converted",3
LEU0252911300Q,Employed full time: Usual weekly nominal earnings (first quartile): Wage and salary workers: 16 years and over,Quarterly,Dollars,3
Q1528AUSQ027NNBR,"Government Purchases of Goods and Services, State and Local Government for United States",Quarterly,Billions of Dollars,3
LEU0252886500Q,Employed full time: Median usual weekly nominal earnings (second quartile): Wage and salary workers: 16 to 19 years,Quarterly,Dollars,3
ATNHPIUS29540Q,"All-Transactions House Price Index for Lancaster, PA (MSA)",Quarterly,Index 1995:Q1=100,3
CPALTT01RUQ657N,Consumer Price Index: All Items: Total for Russia,Quarterly,Growth rate previous period,3
CCUSSP01TRQ650N,"Currency Conversions: US Dollar Exchange Rate: Spot, End of Period: USD: National Currency for Turkey",Quarterly,Turkish Lira,3
EQFXSUBPRIME037069,"Equifax Subprime Credit Population for Franklin County, NC",Quarterly,Percent,3
QSEN628BIS,Residential Property Prices for Sweden,Quarterly,Index 2010=100,3
BOGZ1LM192010005Q,"Households; Nonfinancial Assets, Market Value Levels",Quarterly,Millions of Dollars,3
QBPBSTLKDPDOFFDPNIDP,Balance Sheet: Total Liabilities and Capital: Deposits: Domestic Office Deposits: Noninterest-Bearing Deposits,Quarterly,Millions of U.S. Dollars,3
CPMEURNSAB1GQIE,Gross Domestic Product (Euro/ECU Series) for Ireland,Quarterly,Millions of Euros,3
GOV5152TAXABL144QNSA,"Revenue from Governments for Cable and Other Subscription Programming, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,3
NCBTCMAHDNS,"Nonfinancial Corporate Business; Debt Securities and Loans; Asset, Level","Quarterly, End of Period",Billions of Dollars,3
BOGZ1FR534022005Q,"Closed-End and Exchange-Traded Funds; Debt Securities; Asset, Revaluation",Quarterly,Millions of Dollars,3
CPMNACNSAB1GQFR,Gross Domestic Product for France,Quarterly,Millions of Euros,3
U3UNEM3ME,"Total Unemployed, as a Percent of the Civilian Labor Force for Maine",Quarterly,"Percent, 4-Quarter Moving Average",3
SUBLPDCLCTCNQ,Net Percentage of Domestic Banks Reducing Credit Limits on Credit Card Loans,Quarterly,Percent,3
QRUN368BIS,Residential Property Prices for Russian Federation,Quarterly,Percent per Annum,3
LEU0254871200Q,Employed full time: Median usual weekly real earnings: Wage and salary workers: 16 years and over: Asian: Men,Quarterly,1982-84 CPI Adjusted Dollars,3
ESPCP110000IXOBQ,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Restaurants and Hotels for Spain",Quarterly,Index 2015=100,3
HHD54133TAXABL144QNSA,"Revenue from Households for Engineering Services, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,3
QBPQYNTYBKNI,Income and Expense: Net Income (Loss) Attributable to Bank and Noncontrolling Interests,Quarterly,Millions of U.S. Dollars,3
WUIAFRICA,World Uncertainty Index: Africa,Quarterly,Index,3
REV713TAXABL144QNSA,"Total Revenue for Amusement, Gambling, and Recreation Industries, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,3
HHD561YTAXABL144QNSA,"Revenue from Households for Other Administrative and Support Services, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,3
NA000328Q,State and local government current tax receipts,Quarterly,Millions of Dollars,3
HHD515TAXABL144QNSA,"Revenue from Households for Broadcasting (Except Internet), Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,3
ALLQ31A4NINR,"31) To the Extent That the Price or Nonprice Terms Applied to Separately Managed Accounts Established with Investment Advisers Have Tightened or Eased over the Past Three Months (as Reflected in Your Responses to Questions 29 and 30), What Are the Most Important Reasons for the Change?| A. Possible Reasons for Tightening | 4. Higher Internal Treasury Charges for Funding. | Answer Type: Not Important (DISCONTINUED)",Quarterly,Number of Respondents,3
MNALLL,Allowance for Loan and Lease Losses for Commercial Banks in Minnesota (DISCONTINUED),Quarterly,Thousands of Dollars,3
LLSCHI,"Allowance for Loan and Lease Losses for Commercial Banks with Assets under $5B in Chicago-Naperville-Elgin, IL-IN-WI (MSA) (DISCONTINUED)",Quarterly,Thousands of Dollars,3
LLSPCW,"Allowance for Loan and Lease Losses for Commercial Banks with Assets under $5B in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA) (DISCONTINUED)",Quarterly,Thousands of Dollars,3
